Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,,,,,,a
MSitAE-SEPTEMBER-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12118,0,4225,1109,0,64,4581,0,33,327,0,1,1330,31,3836,0,0,2141,,,,,,
MSitAE-SEPTEMBER-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12509,0,4747,0,0,0,4632,0,0,0,0,0,281,617,1256,0,0,110,,,,,,
MSitAE-SEPTEMBER-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4101,0,0,67,0,55,1982,0,0,0,0,0,214,182,827,0,0,211,,,,,,
MSitAE-SEPTEMBER-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15439,0,8350,63,0,1208,6317,0,557,17,0,1,1469,647,4545,0,0,329,,,,,,
MSitAE-SEPTEMBER-2024,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10570,0,5086,347,0,135,3989,0,123,144,0,2,623,127,3772,0,0,221,,,,,,
MSitAE-SEPTEMBER-2024,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,,,
MSitAE-SEPTEMBER-2024,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8525,0,2323,407,0,250,3915,0,0,0,0,0,652,286,1853,0,0,345,,,,,,
MSitAE-SEPTEMBER-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5531,0,5535,0,0,0,2339,0,160,0,0,0,580,0,2495,0,0,1312,,,,,,
MSitAE-SEPTEMBER-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9886,513,2040,1252,2,78,3466,7,95,329,0,8,476,680,1973,0,0,1135,,,,,,
MSitAE-SEPTEMBER-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4098,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,,,,,,
MSitAE-SEPTEMBER-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4560,297,1619,132,0,0,2027,0,0,51,0,0,413,8,1290,0,0,869,,,,,,
MSitAE-SEPTEMBER-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1494,0,0,0,0,0,23,0,0,0,0,0,0,0,1,551,,,,,,
MSitAE-SEPTEMBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8169,0,1781,0,0,457,3891,0,0,0,0,0,466,102,2095,0,0,368,,,,,,
MSitAE-SEPTEMBER-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12114,1623,4974,0,0,841,4763,131,0,0,0,0,464,6,3664,29,0,2762,,,,,,
MSitAE-SEPTEMBER-2024,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12384,0,0,164,0,0,4818,0,0,45,0,0,429,407,2604,0,0,1979,,,,,,
MSitAE-SEPTEMBER-2024,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9435,0,12298,0,0,0,2373,0,8,0,0,0,56,0,3888,0,65,450,,,,,,
MSitAE-SEPTEMBER-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7368,0,8782,0,0,1380,3528,0,417,0,0,37,189,2,2592,0,106,2185,,,,,,
MSitAE-SEPTEMBER-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8817,0,3284,120,0,589,2876,0,69,12,0,49,605,330,3135,0,18,881,,,,,,
MSitAE-SEPTEMBER-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1003,0,0,50,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,
MSitAE-SEPTEMBER-2024,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12772,0,12158,0,0,0,5551,0,245,0,0,0,476,1017,2979,0,642,405,,,,,,
MSitAE-SEPTEMBER-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12055,0,0,0,0,0,222,0,0,0,0,0,0,0,0,55,,,,,,
MSitAE-SEPTEMBER-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,21307,1896,0,0,0,0,9350,184,0,0,0,0,1414,840,5964,3,0,3345,,,,,,
MSitAE-SEPTEMBER-2024,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8558,0,7319,0,0,0,4139,0,69,0,0,0,189,16,3375,0,86,288,,,,,,
MSitAE-SEPTEMBER-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7871,0,972,129,0,26,3509,0,29,59,0,2,781,193,2571,0,65,783,,,,,,
MSitAE-SEPTEMBER-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1656,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,,,,,,
MSitAE-SEPTEMBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MSitAE-SEPTEMBER-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,3961,256,1692,22,0,14,1855,0,0,7,0,0,267,79,1071,0,0,306,,,,,,
MSitAE-SEPTEMBER-2024,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,24191,947,16122,0,0,0,11058,36,1303,0,0,0,1135,885,4808,0,0,225,,,,,,
MSitAE-SEPTEMBER-2024,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,8721,0,3900,15,0,144,2968,0,64,8,0,0,1009,69,3665,0,0,668,,,,,,
MSitAE-SEPTEMBER-2024,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6969,0,2778,3,0,42,3843,0,35,3,0,0,536,654,2229,0,0,1033,,,,,,
MSitAE-SEPTEMBER-2024,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14079,0,11878,700,0,252,7049,0,272,0,0,0,1135,367,6030,0,411,977,,,,,,
MSitAE-SEPTEMBER-2024,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11533,0,0,0,0,0,47,0,0,0,0,0,0,0,1,0,,,,,,
MSitAE-SEPTEMBER-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12678,0,9108,0,0,1,5198,0,198,0,0,0,417,53,2057,0,0,2955,,,,,,
MSitAE-SEPTEMBER-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11349,1235,0,238,0,0,3915,114,0,87,0,0,354,11,3629,11,0,1467,,,,,,
MSitAE-SEPTEMBER-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8718,1120,6800,347,0,939,4519,0,83,158,0,5,1171,10,3494,0,0,2881,,,,,,
MSitAE-SEPTEMBER-2024,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10047,700,6464,0,0,0,4072,44,295,0,0,0,117,87,2045,0,0,336,,,,,,
MSitAE-SEPTEMBER-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13964,0,10209,0,0,0,7327,0,1271,0,0,0,1169,626,3958,0,0,1406,,,,,,
MSitAE-SEPTEMBER-2024,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11329,811,5679,0,0,0,5607,125,239,0,0,0,81,18,1684,37,151,475,,,,,,
MSitAE-SEPTEMBER-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8903,0,0,0,0,0,2474,0,0,0,0,0,253,164,1077,0,0,32,,,,,,
MSitAE-SEPTEMBER-2024,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12146,0,8179,0,0,0,4168,0,3,0,0,0,916,165,2659,0,0,1556,,,,,,
MSitAE-SEPTEMBER-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,12291,103,529,0,0,157,4698,0,0,0,0,0,300,29,4231,7,0,1055,,,,,,
MSitAE-SEPTEMBER-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,10507,0,3475,0,0,0,3448,0,11,0,0,0,660,229,2861,0,0,402,,,,,,
MSitAE-SEPTEMBER-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5626,0,0,0,0,0,154,0,0,0,0,0,0,0,6,0,210,,,,,,
MSitAE-SEPTEMBER-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,18856,0,5720,567,0,0,5574,0,75,0,0,0,682,69,2746,0,0,343,,,,,,
MSitAE-SEPTEMBER-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,17191,680,10819,68,0,55,6794,0,185,19,0,0,1702,188,3485,0,0,1099,,,,,,
MSitAE-SEPTEMBER-2024,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8865,0,0,27,0,0,3705,0,0,7,0,0,554,396,2912,0,0,1881,,,,,,
MSitAE-SEPTEMBER-2024,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9040,0,4443,0,0,0,5084,0,86,0,0,0,779,535,3321,0,0,2080,,,,,,
MSitAE-SEPTEMBER-2024,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9451,0,9571,0,0,0,5682,0,1118,0,0,0,1023,950,4054,0,0,1048,,,,,,
MSitAE-SEPTEMBER-2024,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6727,0,2925,235,0,118,3400,0,85,80,0,0,712,616,1746,0,0,155,,,,,,
MSitAE-SEPTEMBER-2024,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14885,1846,252,523,0,0,6937,75,5,217,0,0,831,496,4485,0,0,3797,,,,,,
MSitAE-SEPTEMBER-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,15790,151,5736,120,0,67,6334,0,430,2,0,2,1952,86,3516,0,154,840,,,,,,
MSitAE-SEPTEMBER-2024,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11724,0,3451,210,0,79,4459,0,89,38,0,0,1062,362,2964,0,76,1183,,,,,,
MSitAE-SEPTEMBER-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12324,0,3883,0,0,6672,5075,0,0,0,0,0,2196,17,4018,0,0,722,,,,,,
MSitAE-SEPTEMBER-2024,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8258,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,,,,,,
MSitAE-SEPTEMBER-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11584,3907,7175,0,0,411,4575,93,375,0,0,0,713,221,4018,4,0,1113,,,,,,
MSitAE-SEPTEMBER-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,21377,1462,5035,1338,0,1061,8885,35,560,437,0,28,1641,1242,8274,21,39,1354,,,,,,
MSitAE-SEPTEMBER-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,622,0,0,378,0,0,9,0,0,0,0,0,0,0,0,0,,,,,,
MSitAE-SEPTEMBER-2024,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8575,0,0,0,0,0,3119,0,0,0,0,0,709,54,2564,0,9,1448,,,,,,
MSitAE-SEPTEMBER-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13144,0,3803,0,0,0,5124,0,3,0,0,0,1004,234,3875,0,394,1011,,,,,,
MSitAE-SEPTEMBER-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10698,333,1490,310,0,17,3019,0,96,30,0,1,368,596,1878,3,0,139,,,,,,
MSitAE-SEPTEMBER-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1452,0,0,0,0,0,14,0,0,0,0,0,0,0,32,0,,,,,,
MSitAE-SEPTEMBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8075,0,2563,1655,0,1194,3423,0,43,0,0,0,253,22,3356,0,0,444,,,,,,
MSitAE-SEPTEMBER-2024,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8725,0,3371,430,0,0,2656,0,0,60,0,0,652,669,2710,0,0,706,,,,,,
MSitAE-SEPTEMBER-2024,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8082,0,377,1,0,0,2088,0,0,0,0,0,287,10,2303,0,0,886,,,,,,
MSitAE-SEPTEMBER-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14776,2238,0,0,0,0,5191,136,0,0,0,0,1214,261,5232,13,0,1366,,,,,,
MSitAE-SEPTEMBER-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15845,0,6698,389,0,0,5617,0,217,53,0,0,608,318,6805,0,0,593,,,,,,
MSitAE-SEPTEMBER-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13168,463,8057,611,0,469,6608,0,91,295,0,10,1076,546,5208,0,0,3840,,,,,,
MSitAE-SEPTEMBER-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24649,0,8398,0,0,0,10994,0,297,0,0,0,1972,583,7063,0,358,1725,,,,,,
MSitAE-SEPTEMBER-2024,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,32456,312,1650,19,0,259,12867,0,10,10,0,1,2274,1995,11198,0,0,6124,,,,,,
MSitAE-SEPTEMBER-2024,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9553,683,2945,1147,0,773,4829,6,58,573,0,2,1588,73,3297,0,0,2457,,,,,,
MSitAE-SEPTEMBER-2024,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11593,2247,0,767,29,0,3921,14,0,216,0,0,520,7,2423,0,0,373,,,,,,
MSitAE-SEPTEMBER-2024,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,7925,0,6412,296,0,993,2816,0,507,67,0,0,337,636,1745,0,0,628,,,,,,
MSitAE-SEPTEMBER-2024,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19298,0,9000,1762,0,18,8533,0,0,384,0,0,803,912,3961,0,0,1967,,,,,,
MSitAE-SEPTEMBER-2024,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,16645,0,8306,0,0,0,6090,0,149,0,0,0,914,647,3778,0,0,543,,,,,,
MSitAE-SEPTEMBER-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7655,0,2625,0,0,198,4231,0,15,0,0,1,496,899,1930,0,0,1813,,,,,,
MSitAE-SEPTEMBER-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6493,0,1736,0,0,0,2073,0,15,0,0,0,566,160,1021,0,0,15,,,,,,
MSitAE-SEPTEMBER-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7821,0,3695,67,0,83,3793,0,144,27,0,5,523,569,2244,0,99,749,,,,,,
MSitAE-SEPTEMBER-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11866,1775,1956,1319,0,116,4182,0,0,398,0,1,788,0,4476,127,17,4358,,,,,,
MSitAE-SEPTEMBER-2024,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,14245,1186,6905,1021,0,0,6703,171,100,101,0,0,1050,529,2628,0,0,415,,,,,,
MSitAE-SEPTEMBER-2024,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,11186,0,0,433,0,0,222,0,0,7,0,0,0,0,0,0,,,,,,
MSitAE-SEPTEMBER-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6077,0,6253,0,0,0,3644,0,177,0,0,0,523,39,2431,0,0,125,,,,,,
Total,Total ,Total,Total,1335923,47946,757108,28559,588,44093,541162,2160,19757,7360,13,436,91752,38880,393406,1323,4677,131418,,,,,,
